2019-06-23 00:55:42,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:55:40,b'RT @harbhajan_singh: Top bowling performance @Jaspritbumrah93 @MdShami11 hattrick \xf0\x9f\x92\xaa\xf0\x9f\x8f\x8f\xf0\x9f\x94\xa5 Chahal you beauty @yuzi_chahal.. great game india \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xe2\x80\xa6'
2019-06-23 00:55:40,"b'@MohantysView @windiescricket @ICC Their top order should have been more sensible. Oh boy, what a game!!'"
2019-06-23 00:55:38,b'RT @SolankiEshvar: Congratulations to Indian cricket team for best performance against Afghanistan @imVkohli @msdhoni_7781 @mohammadshami @\xe2\x80\xa6'
2019-06-23 00:55:33,b'@ICC @cricketworldcup what a dramatic end !\xf0\x9f\x98\x83'
2019-06-23 00:55:23,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:55:23,"b'RT @RanveerOfficial: COME ON INDIA, COME ON !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 @\xe2\x80\xa6'"
2019-06-23 00:55:20,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:55:17,b'RT @ICC: You just have to see it to believe it!!! \xf0\x9f\xa4\xaf\n\nAn all or nothing catch in the deep by Trent Boult is the difference between winning a\xe2\x80\xa6'
2019-06-23 00:55:15,b'RT @vp_offl: Well played #Afghanistan that was a close win!! Hat trick by shami!! That was one hellava close encounter @BCCI #tharamanasamb\xe2\x80\xa6'
