2019-06-23 00:59:58,"b'RT @FinTech_Futures: Check out @HenrynotBorja review of Day 1 at the #ICC2019 in Moscow, Russia. \n""The lack of talent is holding organisati\xe2\x80\xa6'"
2019-06-23 00:59:42,b'#DidYouKnow\n\nWho became the first Indian bowler to take a hat-trick wicket in a #WorldCup match?\n\n[A]\xe2\x80\xa6 https://t.co/IPjK2QGz1L'
2019-06-23 00:54:57,b'RT @gulf_news: #ICC #WorldCup2019: Afghanistan gives India an unforgettable scare https://t.co/gkfcDxi2Je'
2019-06-23 00:43:45,"b'RT @Muradsahibzada: For me, it was the best performance of the @cricketworldcup so far..\nVery well played Carlos Brathwaite @TridentSportsX\xe2\x80\xa6'"
2019-06-23 00:09:33,b'#CENTCOM #ISISatrocities #PostISIS ABC News OPINION: We need a #WarCrimesTribunal into the atrocities of\xe2\x80\xa6 https://t.co/GI8zmd7Zma'
